GSM,GSE,Cell Type,In Situ Site,Disease,PubMed ID,Release Date,FRiP,Number of Peaks,Motif Overlap Ratio
GSM6372341,GSE208847,heart_right_ventricle,Heart right ventricle,,22955616,7/22/22,0.398,52771,0.802
GSM6372342,GSE208847,heart_right_ventricle,Heart right ventricle,,22955616,7/22/22,0.387,57577,0.789
GSM6372345,GSE208849,Calu-3,Metastatic; Pleural effusion,Lung adenocarcinoma,22955616,7/22/22,0.07,29612,0.898
GSM6372346,GSE208849,Calu-3,Metastatic; Pleural effusion,Lung adenocarcinoma,22955616,7/22/22,0.067,27316,0.903
GSM6372471,GSE208887,T-cell,Peripheral blood,,22955616,7/22/22,0.047,20190,0.912
GSM6372472,GSE208887,T-cell,Peripheral blood,,22955616,7/22/22,0.049,20929,0.911
GSM6372507,GSE208906,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.135,40127,0.812
GSM6372508,GSE208906,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.094,25501,0.881
GSM6372509,GSE208906,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.105,37347,0.819
GSM6372510,GSE208906,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.137,41485,0.805
GSM6372525,GSE208914,ovary,Ovary,,22955616,7/22/22,0.019,13459,0.926
GSM6372571,GSE208937,T-cell,Peripheral blood,,22955616,7/22/22,0.063,26847,0.898
GSM6372572,GSE208937,T-cell,Peripheral blood,,22955616,7/22/22,0.066,28841,0.891
GSM6372609,GSE208957,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.151,43327,0.778
GSM6372610,GSE208957,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.088,30208,0.874
GSM6372611,GSE208957,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.091,28407,0.888
GSM6372612,GSE208957,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.154,45761,0.767
GSM6372712,GSE209007,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.123,33822,0.868
GSM6372713,GSE209007,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.122,33977,0.869
GSM6372718,GSE209010,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.153,43493,0.805
GSM6372719,GSE209010,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.155,40962,0.819
GSM6372743,GSE209023,Caco-2,Colon,Colon adenocarcinoma,22955616,7/22/22,0.108,36829,0.875
GSM6372744,GSE209023,Caco-2,Colon,Colon adenocarcinoma,22955616,7/22/22,0.108,36796,0.876
GSM6372758,GSE209031,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.13,35857,0.863
GSM6372759,GSE209031,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.135,37067,0.855
GSM6372823,GSE209062,psoas_muscle,Psoas muscle,,22955616,7/22/22,0.166,33192,0.883
GSM6372824,GSE209062,psoas_muscle,Psoas muscle,,22955616,7/22/22,0.166,33621,0.881
GSM6372847,GSE209074,colon,Colon,,22955616,7/22/22,0.053,22549,0.934
GSM6372848,GSE209074,colon,Colon,,22955616,7/22/22,0.055,24902,0.931
GSM6372874,GSE209089,monocyte,Monocyte,,22955616,7/22/22,0.099,29165,0.885
GSM6372875,GSE209089,monocyte,Monocyte,,22955616,7/22/22,0.097,27710,0.892
GSM6372876,GSE209089,monocyte,Monocyte,,22955616,7/22/22,0.071,15660,0.92
GSM6372885,GSE209094,GM25256,"Leg, skin",,22955616,7/22/22,0.033,16963,0.938
GSM6372886,GSE209094,GM25256,"Leg, skin",,22955616,7/22/22,0.027,12733,0.945
GSM6372887,GSE209094,GM25256,"Leg, skin",,22955616,7/22/22,0.04,18166,0.932
GSM6372888,GSE209094,GM25256,"Leg, skin",,22955616,7/22/22,0.043,20328,0.926
GSM6372891,GSE209096,lung,Lung,,22955616,7/22/22,0.166,42227,0.857
GSM6372892,GSE209096,lung,Lung,,22955616,7/22/22,0.155,37911,0.874
GSM6372917,GSE209109,placenta,Placenta,,22955616,7/22/22,0.011,11431,0.959
GSM6372918,GSE209109,placenta,Placenta,,22955616,7/22/22,0.012,12013,0.957
GSM6372997,GSE209154,MCF-10A,Breast,,22955616,7/22/22,0.125,35044,0.899
GSM6372998,GSE209154,MCF-10A,Breast,,22955616,7/22/22,0.118,33807,0.902
GSM6373050,GSE209183,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.182,47811,0.784
GSM6373052,GSE209183,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.185,51034,0.769
GSM6373097,GSE209205,T-cell,Peripheral blood,,22955616,7/22/22,0.079,18778,0.907
GSM6373098,GSE209205,T-cell,Peripheral blood,,22955616,7/22/22,0.111,37085,0.861
GSM6373099,GSE209205,T-cell,Peripheral blood,,22955616,7/22/22,0.111,35559,0.865
GSM6373179,GSE209247,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.175,47955,0.79
GSM6373180,GSE209247,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.17,44979,0.804
GSM6373196,GSE209256,brain_organoid,Brain organoid,,22955616,7/22/22,0.213,39961,0.858
GSM6373221,GSE209268,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.157,46713,0.793
GSM6373223,GSE209268,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.156,42165,0.816
GSM6373281,GSE209297,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.12,37262,0.847
GSM6373282,GSE209297,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.121,36859,0.847
GSM6373293,GSE209302,heart_left_ventricle,Heart left ventricle,,22955616,7/22/22,0.19,48026,0.824
GSM6373294,GSE209302,heart_left_ventricle,Heart left ventricle,,22955616,7/22/22,0.191,50031,0.817
GSM6373324,GSE209317,liver,Liver,,22955616,7/22/22,0.231,46566,0.854
GSM6373325,GSE209317,liver,Liver,,22955616,7/22/22,0.23,50212,0.838
GSM6373330,GSE209320,liver,Liver,,22955616,7/22/22,0.101,36557,0.899
GSM6373331,GSE209320,liver,Liver,,22955616,7/22/22,0.101,36078,0.902
GSM6373359,GSE209336,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.128,39345,0.798
GSM6373360,GSE209336,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.102,32606,0.843
GSM6373361,GSE209336,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.132,41798,0.788
GSM6373362,GSE209336,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.103,33558,0.835
GSM6373406,GSE209359,neural_progenitor,Neural progenitor,,22955616,7/22/22,0.164,38277,0.863
GSM6373407,GSE209359,neural_progenitor,Neural progenitor,,22955616,7/22/22,0.165,40327,0.858
GSM6373408,GSE209359,neural_progenitor,Neural progenitor,,22955616,7/22/22,0.123,37545,0.861
GSM6373409,GSE209359,neural_progenitor,Neural progenitor,,22955616,7/22/22,0.125,38140,0.861
GSM6373443,GSE209376,NK,Natural killer,natural killer primary cell,22955616,7/22/22,0.044,20828,0.924
GSM6373444,GSE209376,NK,Natural killer,natural killer primary cell,22955616,7/22/22,0.029,10035,0.945
GSM6373445,GSE209376,NK,Natural killer,natural killer primary cell,22955616,7/22/22,0.043,19160,0.929
GSM6373471,GSE209390,T-cell,Peripheral blood,,22955616,7/22/22,0.065,22195,0.913
GSM6373472,GSE209390,T-cell,Peripheral blood,,22955616,7/22/22,0.065,21996,0.914
GSM6373496,GSE209402,lung,Lung,,22955616,7/22/22,0.15,37588,0.875
GSM6373497,GSE209402,lung,Lung,,22955616,7/22/22,0.156,35919,0.88
GSM6373522,GSE209415,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.185,32654,0.877
GSM6373523,GSE209415,middle_frontal_area_46,Middle frontal area 46,,22955616,7/22/22,0.203,41620,0.833
GSM6373618,GSE209465,placenta,Placenta,,22955616,7/22/22,0.148,41433,0.86
GSM6373619,GSE209465,placenta,Placenta,,22955616,7/22/22,0.149,45359,0.843
GSM6402417,GSE209849,PLC-PRF-5,Liver,Adult hepatocellular carcinoma,,10/8/22,0.27,57548,0.817
GSM6402423,GSE209849,PLC-PRF-5,Liver,Adult hepatocellular carcinoma,,10/8/22,0.276,52016,0.826
GSM6402429,GSE209849,PLC-PRF-5,Liver,Adult hepatocellular carcinoma,,10/8/22,0.37,46814,0.845
GSM6402435,GSE209849,PLC-PRF-5,Liver,Adult hepatocellular carcinoma,,10/8/22,0.278,47441,0.842
GSM6402438,GSE209849,PLC-PRF-5,Liver,Adult hepatocellular carcinoma,,10/8/22,0.271,57460,0.8
GSM6402441,GSE209849,PLC-PRF-5,Liver,Adult hepatocellular carcinoma,,10/8/22,0.208,54704,0.803
GSM6431025,GSE210480,RPE,"Eye, retina, retinal pigment epithelium",,,8/2/24,0.031,16304,0.926
GSM6433343,GSE210601,B-cell,B-cell,,37424514,6/21/23,0.249,42697,0.844
GSM6433344,GSE210601,B-cell,B-cell,,37424514,6/21/23,0.554,92578,0.744
GSM6433345,GSE210601,B-cell,B-cell,,37424514,6/21/23,0.303,50339,0.804
GSM6433346,GSE210601,B-cell,B-cell,,37424514,6/21/23,0.561,79140,0.767
GSM6450079,GSE211101,pancreatic,Pancreatic,,37813869,9/19/23,0.183,31391,0.882
GSM6450080,GSE211101,pancreatic,Pancreatic,,37813869,9/19/23,0.253,43185,0.875
GSM6450081,GSE211101,pancreatic,Pancreatic,,37813869,9/19/23,0.213,41976,0.88
GSM6450082,GSE211101,H9,Embryonic stem cell,,37813869,9/19/23,0.118,48588,0.874
GSM6450083,GSE211101,H9,Embryonic stem cell,,37813869,9/19/23,0.156,53894,0.831
GSM6450084,GSE211101,H9,Embryonic stem cell,,37813869,9/19/23,0.217,70243,0.797
GSM6450131,GSE211101,pancreatic,Pancreatic,,37813869,9/19/23,0.133,45005,0.881
GSM6450132,GSE211101,H9,Embryonic stem cell,,37813869,9/19/23,0.037,31369,0.922
GSM6450133,GSE211101,pancreatic,Pancreatic,,37813869,9/19/23,0.038,25192,0.923
GSM6450134,GSE211101,H9,Embryonic stem cell,,37813869,9/19/23,0.137,40676,0.861
GSM646314,GSE26386,GM12878,Peripheral blood,,21441907,3/23/11,0.197,36363,0.878
GSM646315,GSE26386,GM12878,Peripheral blood,,21441907,3/23/11,0.094,25525,0.92
GSM646334,GSE26386,H1,Embryonic stem cell,,21441907,3/23/11,0.172,51066,0.814
GSM646335,GSE26386,H1,Embryonic stem cell,,21441907,3/23/11,0.354,79031,0.762
GSM646353,GSE26386,Hep-G2,Liver,Hepatoblastoma,21441907,3/23/11,0.207,52527,0.828
GSM646354,GSE26386,Hep-G2,Liver,Hepatoblastoma,21441907,3/23/11,0.352,34582,0.882
GSM646372,GSE26386,HMEC,Epithelial,,21441907,3/23/11,0.273,41421,0.846
GSM646373,GSE26386,HMEC,Epithelial,,21441907,3/23/11,0.076,28263,0.898
GSM646392,GSE26386,muscle,"Uterus, myometrium",,21441907,3/23/11,0.188,40113,0.842
GSM646393,GSE26386,muscle,"Uterus, myometrium",,21441907,3/23/11,0.426,54757,0.797
GSM646412,GSE26386,HUVEC-C,Umbilical vein,,21441907,3/23/11,0.299,33223,0.881
GSM646413,GSE26386,HUVEC-C,Umbilical vein,,21441907,3/23/11,0.24,35858,0.883
GSM646432,GSE26386,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",21441907,3/23/11,0.248,44337,0.841
GSM646433,GSE26386,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",21441907,3/23/11,0.288,46634,0.844
GSM646454,GSE26386,keratinocytes,"Foreskin, keratinocytes",,21441907,3/23/11,0.278,44754,0.828
GSM646455,GSE26386,keratinocytes,"Foreskin, keratinocytes",,21441907,3/23/11,0.317,43316,0.821
GSM646474,GSE26386,NHLF,Lung fibroblasts,,21441907,3/23/11,0.168,26010,0.897
GSM646475,GSE26386,NHLF,Lung fibroblasts,,21441907,3/23/11,0.204,43408,0.839
GSM651541,GSE26501,CD34,Cord blood,Hematopietic stem cell,21795385;27141965,7/1/11,0.055,19275,0.932
GSM651542,GSE26501,CD36,Cord blood,,21795385;27141965,7/1/11,0.204,37592,0.881
GSM651543,GSE26501,CD36,Cord blood,,21795385;27141965,7/1/11,0.194,33188,0.886
GSM6564284,GSE212943,L-02,Liver,,,9/11/22,0.422,45990,0.85
GSM6564287,GSE212943,PLC-PRF-5,Liver,Adult hepatocellular carcinoma,,9/11/22,0.255,48344,0.846
GSM6585565,GSE213394,HUES-8,Blastocyst,,37488417,10/1/22,0.374,110728,0.733
GSM6585566,GSE213394,HUES-8,Blastocyst,,37488417,10/1/22,0.342,105056,0.742
GSM6585567,GSE213394,HUES-8,Blastocyst,,37488417,10/1/22,0.206,73496,0.789
GSM6585568,GSE213394,HUES-8,Blastocyst,,37488417,10/1/22,0.264,83555,0.77
GSM6585569,GSE213394,HUES-8,Blastocyst,,37488417,10/1/22,0.333,96932,0.747
GSM6585570,GSE213394,HUES-8,Blastocyst,,37488417,10/1/22,0.34,98719,0.745
GSM6585571,GSE213394,HUES-8,Blastocyst,,37488417,10/1/22,0.349,113923,0.723
GSM6585572,GSE213394,HUES-8,Blastocyst,,37488417,10/1/22,0.363,109263,0.731
GSM6605301,GSE214399,MUTZ-3,Peripheral blood,"Acute myeloid leukemia with inv(3) (q21.3;q26.2) or t(3;3) (q21.3;q26.2) GATA2, MECOM, Acute myeloid leukemia with inv3(q21;q26.2) or t(3;3)(q21;q26.2)",,11/23/22,0.509,90824,0.712
GSM6605302,GSE214399,MUTZ-3,Peripheral blood,"Acute myeloid leukemia with inv(3) (q21.3;q26.2) or t(3;3) (q21.3;q26.2) GATA2, MECOM, Acute myeloid leukemia with inv3(q21;q26.2) or t(3;3)(q21;q26.2)",,11/23/22,0.483,92696,0.706
GSM6605303,GSE214399,MUTZ-3,Peripheral blood,"Acute myeloid leukemia with inv(3) (q21.3;q26.2) or t(3;3) (q21.3;q26.2) GATA2, MECOM, Acute myeloid leukemia with inv3(q21;q26.2) or t(3;3)(q21;q26.2)",,11/23/22,0.511,102965,0.688
GSM6605304,GSE214399,MUTZ-3,Peripheral blood,"Acute myeloid leukemia with inv(3) (q21.3;q26.2) or t(3;3) (q21.3;q26.2) GATA2, MECOM, Acute myeloid leukemia with inv3(q21;q26.2) or t(3;3)(q21;q26.2)",,11/23/22,0.51,89788,0.725
GSM6605305,GSE214399,MUTZ-3,Peripheral blood,"Acute myeloid leukemia with inv(3) (q21.3;q26.2) or t(3;3) (q21.3;q26.2) GATA2, MECOM, Acute myeloid leukemia with inv3(q21;q26.2) or t(3;3)(q21;q26.2)",,11/23/22,0.444,92373,0.709
GSM6605306,GSE214399,MUTZ-3,Peripheral blood,"Acute myeloid leukemia with inv(3) (q21.3;q26.2) or t(3;3) (q21.3;q26.2) GATA2, MECOM, Acute myeloid leukemia with inv3(q21;q26.2) or t(3;3)(q21;q26.2)",,11/23/22,0.43,85315,0.723
GSM6611385,GSE214550,HEK-293T,Fetal kidney,,36652535,9/1/23,0.548,58438,0.79
GSM6611386,GSE214550,HEK-293T,Fetal kidney,,36652535,9/1/23,0.281,49933,0.799
GSM6611387,GSE214550,HEK-293T,Fetal kidney,,36652535,9/1/23,0.223,45907,0.827
GSM6617141,GSE205408,SEM,Peripheral blood,"Childhood B acute lymphoblastic leukemia, B-lymphoblastic leukemia/lymphoma with t(v;11q23.3), B acute lymphoblastic leukemia with t(v;11q23.3) MLL rearranged",36698211,12/28/22,0.053,71777,0.473
GSM6617142,GSE205408,SEM,Peripheral blood,"Childhood B acute lymphoblastic leukemia, B-lymphoblastic leukemia/lymphoma with t(v;11q23.3), B acute lymphoblastic leukemia with t(v;11q23.3) MLL rearranged",36698211,12/28/22,0.048,56937,0.579
GSM6617143,GSE205408,SEM,Peripheral blood,"Childhood B acute lymphoblastic leukemia, B-lymphoblastic leukemia/lymphoma with t(v;11q23.3), B acute lymphoblastic leukemia with t(v;11q23.3) MLL rearranged",36698211,12/28/22,0.042,35590,0.699
GSM6617144,GSE205408,SEM,Peripheral blood,"Childhood B acute lymphoblastic leukemia, B-lymphoblastic leukemia/lymphoma with t(v;11q23.3), B acute lymphoblastic leukemia with t(v;11q23.3) MLL rearranged",36698211,12/28/22,0.058,61948,0.563
GSM6617145,GSE205408,SEM,Peripheral blood,"Childhood B acute lymphoblastic leukemia, B-lymphoblastic leukemia/lymphoma with t(v;11q23.3), B acute lymphoblastic leukemia with t(v;11q23.3) MLL rearranged",36698211,12/28/22,0.07,98911,0.457
GSM6617146,GSE205408,SEM,Peripheral blood,"Childhood B acute lymphoblastic leukemia, B-lymphoblastic leukemia/lymphoma with t(v;11q23.3), B acute lymphoblastic leukemia with t(v;11q23.3) MLL rearranged",36698211,12/28/22,0.046,55079,0.524
GSM6617147,GSE205408,SEM,Peripheral blood,"Childhood B acute lymphoblastic leukemia, B-lymphoblastic leukemia/lymphoma with t(v;11q23.3), B acute lymphoblastic leukemia with t(v;11q23.3) MLL rearranged",36698211,12/28/22,0.05,63784,0.565
GSM6617148,GSE205408,SEM,Peripheral blood,"Childhood B acute lymphoblastic leukemia, B-lymphoblastic leukemia/lymphoma with t(v;11q23.3), B acute lymphoblastic leukemia with t(v;11q23.3) MLL rearranged",36698211,12/28/22,0.047,45238,0.621
GSM6617149,GSE205408,SEM,Peripheral blood,"Childhood B acute lymphoblastic leukemia, B-lymphoblastic leukemia/lymphoma with t(v;11q23.3), B acute lymphoblastic leukemia with t(v;11q23.3) MLL rearranged",36698211,12/28/22,0.042,40945,0.643
GSM6626400,GSE215203,Rh4,Sarcoma,Alveolar rhabdomyosarcoma,37325549,6/13/23,0.314,50933,0.823
GSM6626401,GSE215203,Rh30,Sarcoma,Alveolar rhabdomyosarcoma,37325549,6/13/23,0.101,26950,0.897
GSM6626402,GSE215203,muscle,"Uterus, myometrium",,37325549,6/13/23,0.147,35238,0.855
GSM6626403,GSE215203,SMS-CTR,Muscle,Embryonal rhabdomyosarcoma,37325549,6/13/23,0.197,37888,0.856
GSM6626404,GSE215203,Rh4,Sarcoma,Alveolar rhabdomyosarcoma,37325549,6/13/23,0.123,31539,0.892
GSM6626405,GSE215203,Rh30,Sarcoma,Alveolar rhabdomyosarcoma,37325549,6/13/23,0.119,28396,0.894
GSM6626406,GSE215203,muscle,"Uterus, myometrium",,37325549,6/13/23,0.058,21429,0.91
GSM6626407,GSE215203,SMS-CTR,Muscle,Embryonal rhabdomyosarcoma,37325549,6/13/23,0.061,21187,0.914
GSM6632355,GSE215325,RPE1,"Eye, retina, retinal pigment epithelium",,37566080,3/31/23,0.356,60643,0.772
GSM6632356,GSE215325,RPE1,"Eye, retina, retinal pigment epithelium",,37566080,3/31/23,0.147,25593,0.919
GSM6632357,GSE215325,RPE1,"Eye, retina, retinal pigment epithelium",,37566080,3/31/23,0.134,24130,0.904
GSM6632361,GSE215325,RPE1,"Eye, retina, retinal pigment epithelium",,37566080,3/31/23,0.163,41366,0.865
GSM6632362,GSE215325,RPE1,"Eye, retina, retinal pigment epithelium",,37566080,3/31/23,0.112,24592,0.944
GSM6632365,GSE215325,RPE1,"Eye, retina, retinal pigment epithelium",,37566080,3/31/23,0.043,19156,0.918
GSM6632366,GSE215325,RPE1,"Eye, retina, retinal pigment epithelium",,37566080,3/31/23,0.225,34994,0.902
GSM6632368,GSE215325,RPE1,"Eye, retina, retinal pigment epithelium",,37566080,3/31/23,0.173,37216,0.878
GSM6632369,GSE215325,RPE1,"Eye, retina, retinal pigment epithelium",,37566080,3/31/23,0.445,47370,0.785
GSM6675536,GSE207116,MCF-10A,Breast,,36898992,1/30/23,0.267,57834,0.826
GSM6709890,GSE200773,HCT-116,Colon,Colon carcinoma,36449519,11/3/22,0.354,92816,0.747
GSM6725757,GSE217752,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",,11/11/24,0.319,61420,0.773
GSM6725758,GSE217752,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",,11/11/24,0.309,60728,0.777
GSM6725759,GSE217752,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",,11/11/24,0.177,44359,0.829
GSM6725760,GSE217752,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",,11/11/24,0.274,57038,0.789
GSM6725761,GSE217752,HCT-116,Colon,Colon carcinoma,,11/11/24,0.38,82633,0.735
GSM6725762,GSE217752,HCT-116,Colon,Colon carcinoma,,11/11/24,0.389,79777,0.744
GSM6725763,GSE217752,HCT-116,Colon,Colon carcinoma,,11/11/24,0.369,68578,0.755
GSM6725764,GSE217752,HCT-116,Colon,Colon carcinoma,,11/11/24,0.365,67142,0.761
GSM6744919,GSE197925,iPSC,Induced pluripotent stem,,36828588;38136588,1/11/23,0.017,15509,0.716
GSM6744921,GSE197925,iPSC,Induced pluripotent stem,,36828588;38136588,1/11/23,0.011,10111,0.932
GSM6744922,GSE197925,iPSC,Induced pluripotent stem,,36828588;38136588,1/11/23,0.028,19169,0.825
GSM6744923,GSE197925,iPSC,Induced pluripotent stem,,36828588;38136588,1/11/23,0.086,53409,0.76
GSM6744926,GSE197925,iPSC,Induced pluripotent stem,,36828588;38136588,1/11/23,0.035,25132,0.883
GSM6744927,GSE197925,iPSC,Induced pluripotent stem,,36828588;38136588,1/11/23,0.073,41296,0.808
GSM6744929,GSE197925,iPSC,Induced pluripotent stem,,36828588;38136588,1/11/23,0.019,17118,0.907
GSM6744930,GSE197925,iPSC,Induced pluripotent stem,,36828588;38136588,1/11/23,0.053,36575,0.789
GSM6754596,GSE218680,neural_progenitor,Neural progenitor,,38134876,12/21/23,0.086,34518,0.892
GSM6754599,GSE218680,neural_progenitor,Neural progenitor,,38134876,12/21/23,0.112,38700,0.873
GSM6754604,GSE218680,neural_progenitor,Neural progenitor,,38134876,12/21/23,0.088,52595,0.825
GSM6754608,GSE218680,neural_progenitor,Neural progenitor,,38134876,12/21/23,0.214,59588,0.799
GSM6754615,GSE218680,neural_progenitor,Neural progenitor,,38134876,12/21/23,0.157,48866,0.822
GSM6754626,GSE218680,neural_progenitor,Neural progenitor,,38134876,12/21/23,0.125,55269,0.816
GSM6754635,GSE218680,iPSC,Induced pluripotent stem,,38134876,12/21/23,0.249,96286,0.731
GSM6754636,GSE218680,iPSC,Induced pluripotent stem,,38134876,12/21/23,0.098,56564,0.823
GSM6754637,GSE218680,iPSC,Induced pluripotent stem,,38134876,12/21/23,0.218,81049,0.756
GSM6754638,GSE218680,iPSC,Induced pluripotent stem,,38134876,12/21/23,0.16,77104,0.774
GSM6754639,GSE218680,iPSC,Induced pluripotent stem,,38134876,12/21/23,0.22,86100,0.76
GSM6754645,GSE218680,iPSC,Induced pluripotent stem,,38134876,12/21/23,0.244,84474,0.772
GSM6754647,GSE218680,neural_progenitor,Neural progenitor,,38134876,12/21/23,0.05,35373,0.884
GSM6788432,GSE220103,SA3.5,Neural progenitor,iPSC derived late stage NPC,38991604,7/10/24,0.145,40772,0.863
GSM6788433,GSE220103,SA3.5,Neural progenitor,iPSC derived late stage NPC,38991604,7/10/24,0.273,87186,0.758
GSM6922355,GSE222391,RPE1,"Eye, retina, retinal pigment epithelium",,36922594,1/12/23,0.014,10169,0.847
GSM6922361,GSE222391,RPE1,"Eye, retina, retinal pigment epithelium",,36922594,1/12/23,0.028,15343,0.724
GSM6922376,GSE222391,RPE1,"Eye, retina, retinal pigment epithelium",,36922594,1/12/23,0.039,18435,0.695
GSM6922377,GSE222391,RPE1,"Eye, retina, retinal pigment epithelium",,36922594,1/12/23,0.042,22677,0.857
GSM6922380,GSE222391,CP-A,Esophagus,Barrett esophagus,36922594,1/12/23,0.104,32458,0.835
GSM6922381,GSE222391,CP-A,Esophagus,Barrett esophagus,36922594,1/12/23,0.078,29064,0.87
GSM6926917,GSE199607,HCT-116,Colon,Colon carcinoma,37438531,5/5/23,0.063,36418,0.906
GSM6926920,GSE199607,HCT-116,Colon,Colon carcinoma,37438531,5/5/23,0.047,44174,0.877
GSM6926923,GSE199607,HCT-116,Colon,Colon carcinoma,37438531,5/5/23,0.355,92716,0.747
GSM6940137,GSE223132,H9,Embryonic stem cell,,36996812,3/29/23,0.229,34942,0.896
GSM6940138,GSE223132,H9,Embryonic stem cell,,36996812,3/29/23,0.225,38001,0.884
GSM6940139,GSE223132,H9,Embryonic stem cell,,36996812,3/29/23,0.13,27020,0.928
GSM6940140,GSE223132,H9,Embryonic stem cell,,36996812,3/29/23,0.156,30957,0.913
GSM6940141,GSE223132,H9,Embryonic stem cell,,36996812,3/29/23,0.185,34982,0.9
GSM6940142,GSE223132,H9,Embryonic stem cell,,36996812,3/29/23,0.175,33397,0.901
GSM7031614,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.317,64063,0.578
GSM7031622,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.283,58877,0.529
GSM7031630,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.332,64914,0.585
GSM7031639,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.35,72973,0.536
GSM7031648,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.321,59133,0.74
GSM7031657,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.337,61321,0.729
GSM7031666,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.315,58723,0.615
GSM7031674,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.304,63076,0.555
GSM7031682,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.353,68456,0.628
GSM7031691,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.345,67373,0.628
GSM7031700,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.378,82455,0.519
GSM7031709,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.384,65953,0.579
GSM7031718,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.413,67258,0.588
GSM7031727,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.374,67897,0.591
GSM7031736,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.331,66991,0.614
GSM7031744,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.313,64408,0.614
GSM7031752,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.353,76330,0.578
GSM7031761,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.361,83778,0.555
GSM7031770,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.353,55957,0.653
GSM7031778,GSE224770,ASC,Subcutaneous fat,,38201289,1/2/24,0.389,64333,0.624
GSM7114653,GSE228121,KOLF2.1J,Skin,,37090552,4/11/23,0.162,43782,0.824
GSM7152454,GSE229101,erythroid_progenitor,Erythroid progenitor,,38951027,4/10/23,0.107,34200,0.897
GSM7152461,GSE229101,erythroid_progenitor,Erythroid progenitor,,38951027,4/10/23,0.143,37230,0.82
GSM7152469,GSE229101,HUDEP-2,Umbilical cord blood,,38951027,4/10/23,0.121,48864,0.807
GSM7226969,GSE230578,keratinocytes,"Foreskin, keratinocytes",,37330071,7/22/23,0.266,61825,0.762
GSM7226970,GSE230578,keratinocytes,"Foreskin, keratinocytes",,37330071,7/22/23,0.32,79532,0.739
GSM7247415,GSE230968,HCT-116,Colon,Colon carcinoma,22955616,4/30/23,0.229,57414,0.748
